event_date,fighter_a,fighter_b,elo_diff,elo_trend_diff,win_streak_diff,win_pct_diff,recent_form_diff,slpm_diff,sapm_diff,str_acc_diff,str_def_diff,kd_per15_diff,td_per15_diff,td_acc_diff,td_def_diff,ctrl_pct_diff,sub_att_per15_diff,getup_speed_diff,age_diff,height_diff_cm,reach_diff_cm,weight_class_encoded,stance_match,layoff_diff_days,ufc_exp_diff,title_bout,a_won,is_decided
2010-03-21,Eric Schafer,Jason Brilz,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,10.159999999999997,10.159999999999997,8,0,0,0,0,0,1
2010-03-21,Brandon Vera,Jon Jones,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,-2.539999999999992,-20.32000000000002,8,0,0,0,0,0,1
2010-03-21,Junior Dos Santos,Gabriel Gonzaga,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,5.079999999999984,2.5400000000000205,9,0,0,0,0,1,1
2010-03-21,Cheick Kongo,Paul Buentello,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,5.079999999999984,12.699999999999989,9,0,0,0,0,1,1
2010-03-21,Alessio Sakara,James Irvin,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,-5.0800000000000125,-7.6200000000000045,7,0,0,0,0,1,1
2010-03-21,Mike Pierce,Julio Paulino,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,-10.159999999999997,-7.619999999999976,6,0,0,0,0,1,1
2010-03-21,Eliot Marshall,Vladimir Matyushenko,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10,5.0800000000000125,7.6200000000000045,8,0,0,0,0,0,1
2010-03-21,Duane Ludwig,Darren Elkins,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,-2.539999999999992,5,0,0,0,0,0,1
2010-03-21,John Howard,Daniel Roberts,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-7.6200000000000045,-7.6200000000000045,6,1,0,0,0,1,1
2010-03-21,Brendan Schaub,Chase Gormley,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.539999999999992,2.1200000000000045,9,0,0,0,0,1,1
2010-03-21,Clay Guida,Shannon Gugerty,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7.6200000000000045,-2.539999999999992,5,0,0,0,0,1,1
2010-03-27,Matthew Riddle,Greg Soto,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.079999999999984,2.5400000000000205,6,1,0,0,0,1,1
2010-03-27,Rodney Wallace,Jared Hamman,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-15.240000000000009,-7.6200000000000045,8,1,0,0,0,0,1
2010-03-27,Rousimar Palhares,Tomasz Drwal,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-12.699999999999989,-12.699999999999989,7,0,0,0,0,1,1
2010-03-27,Ricardo Almeida,Matt Brown,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,-2.539999999999992,6,0,0,0,0,1,1
2010-03-27,Nate Diaz,Rory Markham,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,0.0,12.699999999999989,6,1,0,0,0,1,1
2010-03-27,Frank Mir,Shane Carwin,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,2.539999999999992,-2.539999999999992,9,1,0,0,1,0,1
2010-03-27,Ben Saunders,Jon Fitch,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6,5.0800000000000125,2.5400000000000205,6,0,0,0,0,0,1
2010-03-27,Kurt Pellegrino,Fabricio Camoes,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-5.0800000000000125,-7.619999999999976,5,0,0,0,0,1,1
2010-03-27,Georges St-Pierre,Dan Hardy,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-2.539999999999992,5.079999999999984,6,0,0,0,1,1,1
2010-03-27,Jim Miller,Mark Bocek,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,-10.159999999999997,5,1,0,0,0,1,1
2010-03-31,Rob Emerson,Nik Lentz,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.539999999999992,5.0800000000000125,5,0,0,0,0,0,1
2010-03-31,Jacob Volkmann,Ronys Torres,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,5.079999999999984,0.03999999999999204,5,1,0,0,0,1,1
2010-03-31,Gerald Harris,Mario Miranda,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-10.159999999999997,7.6200000000000045,7,1,0,0,0,1,1
2010-03-31,Yushin Okami,Lucio Linhares,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8,0.0,1.3000000000000114,7,1,0,0,0,1,1
2010-03-31,Charlie Brenneman,Jason High,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0800000000000125,2.539999999999992,6,1,0,0,0,1,1
2010-03-31,Caol Uno,Gleison Tibau,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,-7.6200000000000045,-2.539999999999992,5,0,0,0,0,0,1
2010-03-31,Ross Pearson,Dennis Siver,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6,5.0800000000000125,-2.5400000000000205,5,0,0,0,0,1,1
2010-03-31,Andre Winner,Rafaello Oliveira,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.6200000000000045,5.079999999999984,5,0,0,0,0,1,1
2010-03-31,Nate Quarry,Jorge Rivera,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2.539999999999992,-2.539999999999992,7,1,0,0,0,0,1
2010-03-31,Roy Nelson,Stefan Struve,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,-27.939999999999998,-30.480000000000018,9,0,0,0,0,1,1
2010-03-31,Kenny Florian,Takanori Gomi,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7.6200000000000045,10.159999999999997,5,0,0,0,0,1,1
2010-04-10,Jon Madsen,Mostapha Al-Turk,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6,-5.0800000000000125,-12.700000000000017,9,0,0,0,0,1,1
2010-04-10,Alexander Gustafsson,Phil Davis,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,7.6200000000000045,0.0,8,0,0,0,0,0,1
2010-04-10,Paul Kelly,Matt Veach,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,-5.0800000000000125,1.2700000000000102,5,0,0,0,0,1,1
2010-04-10,DaMarques Johnson,Brad Blackburn,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,7.619999999999976,5.0800000000000125,6,0,0,0,0,1,1
2010-04-10,Nick Osipczak,Rick Story,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12.700000000000017,12.699999999999989,6,1,0,0,0,0,1
2010-04-10,Terry Etim,Rafael Dos Anjos,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,12.699999999999989,7.619999999999976,5,1,0,0,0,0,1
2010-04-10,Kendall Grove,Mark Munoz,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,15.240000000000009,17.78,7,0,0,0,0,0,1
2010-04-10,BJ Penn,Frankie Edgar,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7.6200000000000045,5.0800000000000125,5,0,0,0,1,0,1
2010-04-10,Anderson Silva,Demian Maia,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.5400000000000205,12.700000000000017,7,0,0,0,1,1,1
2010-04-10,Matt Hughes,Renzo Gracie,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7,-2.5400000000000205,7.619999999999976,6,1,0,0,0,1,1
2010-05-08,Tom Lawlor,Joe Doerksen,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6,0.0,-2.539999999999992,7,1,0,0,0,0,1
2010-05-08,Jason MacDonald,John Salter,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,5.0800000000000125,15.23999999999998,7,1,0,0,0,0,1
2010-05-08,Yoshiyuki Yoshida,Mike Guymon,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2.539999999999992,-10.159999999999997,6,1,0,0,0,0,1
2010-05-08,Joey Beltran,Tim Hague,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-7.6200000000000045,-2.539999999999992,9,0,0,0,0,1,1
2010-05-08,TJ Grant,Johny Hendricks,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.5400000000000205,7.6200000000000045,6,1,0,0,0,0,1
2010-05-08,Josh Koscheck,Paul Daley,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2.5400000000000205,-7.6200000000000045,6,0,0,0,0,1,1
2010-05-08,Patrick Cote,Alan Belcher,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,-7.6200000000000045,-5.079999999999984,7,0,0,0,0,0,1
2010-05-08,Kevin Ferguson,Matt Mitrione,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,-2.539999999999992,-5.079999999999984,9,1,0,0,0,0,1
